ID	GOterm
REACTOME NEGATIVE REGULATION OF NOTCH4 SIGNALING	GO0006974
REACTOME VIF MEDIATED DEGRADATION OF APOBEC3G	GO0006974
KEGG BASAL TRANSCRIPTION FACTORS	GO0006974
REACTOME TCR SIGNALING	GO0006974
REACTOME REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU RICH ELEMENTS	GO0006974
REACTOME REGULATION OF PLK1 ACTIVITY AT G2 M TRANSITION	GO0006974
Prolactin Signaling Pathway WikiPathways 20190910 WP2037 Homo sapiens	GO0006974
REACTOME DEGRADATION OF AXIN	GO0006974
REACTOME REGULATION OF RUNX3 EXPRESSION AND ACTIVITY	GO0006974
REACTOME FC EPSILON RECEPTOR FCERI SIGNALING	GO0006974
Follicle Stimulating Hormone  FSH  signaling pathway WikiPathways 20190910 WP2035 Homo sapiens	GO0006974
Type 2 papillary renal cell carcinoma WikiPathways 20190910 WP4241 Homo sapiens	GO0006974
Apoptosis Modulation by HSP70 WikiPathways 20190910 WP384 Homo sapiens	GO0006974
IL 9 Signaling Pathway WikiPathways 20190910 WP22 Homo sapiens	GO0006974
Nucleotide Metabolism WikiPathways 20190910 WP404 Homo sapiens	GO0006974
Overview of nanoparticle effects WikiPathways 20190910 WP3287 Homo sapiens	GO0006974
MAPK  and NFkB Signalling Pathways Inhibited by Yersinia YopJ WikiPathways 20190910 WP3849 Homo sapiens	GO0006974
REACTOME REGULATION OF LOCALIZATION OF FOXO TRANSCRIPTION FACTORS	GO0006974
REACTOME DOWNSTREAM TCR SIGNALING	GO0006974
REACTOME DEGRADATION OF DVL	GO0006974
REACTOME DETOXIFICATION OF REACTIVE OXYGEN SPECIES	GO0034599
REACTOME CELLULAR RESPONSES TO STRESS	GO0034599
VEGFA VEGFR2 Signaling Pathway WikiPathways 20190910 WP3888 Homo sapiens	GO0034599
Oxidative Stress WikiPathways 20190910 WP408 Homo sapiens	GO0034599
AGE RAGE pathway WikiPathways 20190910 WP2324 Homo sapiens	GO0034599
Selenium Micronutrient Network WikiPathways 20190910 WP15 Homo sapiens	GO0034599
KEGG PATHWAYS IN CANCER	GO0034599
Photodynamic therapy induced AP 1 survival signaling  WikiPathways 20190910 WP3611 Homo sapiens	GO0034599
Brain Derived Neurotrophic Factor  BDNF  signaling pathway WikiPathways 20190910 WP2380 Homo sapiens	GO0034599
TNF alpha Signaling Pathway WikiPathways 20190910 WP231 Homo sapiens	GO0034599
REACTOME INTERLEUKIN 4 AND INTERLEUKIN 13 SIGNALING	GO0034599
TNF related weak inducer of apoptosis  TWEAK  Signaling Pathway WikiPathways 20190910 WP2036 Homo sapiens	GO0034599
RAC1 PAK1 p38 MMP2 Pathway WikiPathways 20190910 WP3303 Homo sapiens	GO0034599
Apoptosis Modulation and Signaling WikiPathways 20190910 WP1772 Homo sapiens	GO0034599
Nuclear Receptors Meta Pathway WikiPathways 20190910 WP2882 Homo sapiens	GO0034599
KEGG PROSTATE CANCER	GO0034599
Oncostatin M Signaling Pathway WikiPathways 20190910 WP2374 Homo sapiens	GO0034599
Spinal Cord Injury WikiPathways 20190910 WP2431 Homo sapiens	GO0034599
Hepatitis B infection WikiPathways 20190910 WP4666 Homo sapiens	GO0034599
Viral Acute Myocarditis WikiPathways 20190910 WP4298 Homo sapiens	GO0034599
Folate Metabolism WikiPathways 20190910 WP176 Homo sapiens	GO0034599
Photodynamic therapy induced NFE2L2  NRF2  survival signaling WikiPathways 20190910 WP3612 Homo sapiens	GO0034599
MAPK Signaling Pathway WikiPathways 20190910 WP382 Homo sapiens	GO0034599
REACTOME SIGNALING BY VEGF	GO0034599
Corticotropin releasing hormone signaling pathway WikiPathways 20190910 WP2355 Homo sapiens	GO0034599
Selenium Metabolism and Selenoproteins WikiPathways 20190910 WP28 Homo sapiens	GO0034599
Thymic Stromal LymphoPoietin  TSLP  Signaling Pathway WikiPathways 20190910 WP2203 Homo sapiens	GO0034599
REACTOME TP53 REGULATES METABOLIC GENES	GO0034599
Aryl Hydrocarbon Receptor WikiPathways 20190910 WP2586 Homo sapiens	GO0034599
KEGG LEISHMANIA INFECTION	GO0034599
Kit receptor signaling pathway WikiPathways 20190910 WP304 Homo sapiens	GO0034599
Androgen receptor signaling pathway WikiPathways 20190910 WP138 Homo sapiens	GO0034599
REACTOME RHO GTPASES ACTIVATE NADPH OXIDASES	GO0034599
KEGG NEUROTROPHIN SIGNALING PATHWAY	GO0034599
REACTOME FOXO MEDIATED TRANSCRIPTION	GO0034599
Copper homeostasis WikiPathways 20190910 WP3286 Homo sapiens	GO0034599
KEGG ADIPOCYTOKINE SIGNALING PATHWAY	GO0034599
KEGG MAPK SIGNALING PATHWAY	GO0034599
NRF2 pathway WikiPathways 20190910 WP2884 Homo sapiens	GO0034599
REACTOME TRANSCRIPTIONAL REGULATION BY TP53	GO0034599
Signaling of Hepatocyte Growth Factor Receptor WikiPathways 20190910 WP313 Homo sapiens	GO0034599
REACTOME SIGNALING BY RECEPTOR TYROSINE KINASES	GO0034599
Signaling Pathways in Glioblastoma WikiPathways 20190910 WP2261 Homo sapiens	GO0034599
DNA Damage Response  only ATM dependent  WikiPathways 20190910 WP710 Homo sapiens	GO0034599
Apoptosis WikiPathways 20190910 WP254 Homo sapiens	GO0034599
KEGG TOLL LIKE RECEPTOR SIGNALING PATHWAY	GO0034599
Toll like Receptor Signaling Pathway WikiPathways 20190910 WP75 Homo sapiens	GO0034599
REACTOME PROGRAMMED CELL DEATH	GO0034599
REACTOME EXTRA NUCLEAR ESTROGEN SIGNALING	GO0034599
Leptin signaling pathway WikiPathways 20190910 WP2034 Homo sapiens	GO0034599
Prolactin Signaling Pathway WikiPathways 20190910 WP2037 Homo sapiens	GO0034599
ErbB Signaling Pathway WikiPathways 20190910 WP673 Homo sapiens	GO0034599
Regulation of toll like receptor signaling pathway WikiPathways 20190910 WP1449 Homo sapiens	GO0034599
REACTOME TOLL LIKE RECEPTOR 4 TLR4 CASCADE	GO0034599
IL 5 Signaling Pathway WikiPathways 20190910 WP127 Homo sapiens	GO0034599
PI3K Akt Signaling Pathway WikiPathways 20190910 WP4172 Homo sapiens	GO0034599
Circadian rhythm related genes WikiPathways 20190910 WP3594 Homo sapiens	GO0034599
REACTOME INTRACELLULAR SIGNALING BY SECOND MESSENGERS	GO0034599
Angiopoietin Like Protein 8 Regulatory Pathway WikiPathways 20190910 WP3915 Homo sapiens	GO0034599
RANKL RANK  Receptor activator of NFKB  ligand   Signaling Pathway WikiPathways 20190910 WP2018 Homo sapiens	GO0034599
NRF2 ARE regulation WikiPathways 20190910 WP4357 Homo sapiens	GO0034599
REACTOME CELLULAR SENESCENCE	GO0034599
Integrated Breast Cancer Pathway WikiPathways 20190910 WP1984 Homo sapiens	GO0034599
REACTOME ACTIVATION OF THE AP 1 FAMILY OF TRANSCRIPTION FACTORS	GO0034599
Angiogenesis WikiPathways 20190910 WP1539 Homo sapiens	GO0034599
Non genomic actions of 1 25 dihydroxyvitamin D3 WikiPathways 20190910 WP4341 Homo sapiens	GO0034599
Insulin Signaling WikiPathways 20190910 WP481 Homo sapiens	GO0034599
T Cell antigen Receptor  TCR   Signaling Pathway WikiPathways 20190910 WP69 Homo sapiens	GO0034599
KEGG COLORECTAL CANCER	GO0034599
IL 3 Signaling Pathway WikiPathways 20190910 WP286 Homo sapiens	GO0034599
TGF beta Signaling Pathway WikiPathways 20190910 WP366 Homo sapiens	GO0034599
REACTOME TOLL LIKE RECEPTOR TLR1 TLR2 CASCADE	GO0034599
REACTOME TOLL LIKE RECEPTOR CASCADES	GO0034599
B Cell Receptor Signaling Pathway WikiPathways 20190910 WP23 Homo sapiens	GO0034599
ATM Signaling Pathway WikiPathways 20190910 WP2516 Homo sapiens	GO0034599
Nanomaterial induced apoptosis WikiPathways 20190910 WP2507 Homo sapiens	GO0034599
KEGG AMYOTROPHIC LATERAL SCLEROSIS ALS	GO0034599
Association Between Physico Chemical Features and Toxicity Associated Pathways WikiPathways 20190910 WP3680 Homo sapiens	GO0034599
REACTOME FOXO MEDIATED TRANSCRIPTION OF OXIDATIVE STRESS METABOLIC AND NEURONAL GENES	GO0034599
One carbon metabolism and related pathways WikiPathways 20190910 WP3940 Homo sapiens	GO0034599
IL 2 Signaling Pathway WikiPathways 20190910 WP49 Homo sapiens	GO0034599
KEGG RENAL CELL CARCINOMA	GO0034599
KEGG APOPTOSIS	GO0034599
EGF EGFR Signaling Pathway WikiPathways 20190910 WP437 Homo sapiens	GO0034599
Interleukin 11 Signaling Pathway WikiPathways 20190910 WP2332 Homo sapiens	GO0034599
Chromosomal and microsatellite instability in colorectal cancer  WikiPathways 20190910 WP4216 Homo sapiens	GO0034599
MET in type 1 papillary renal cell carcinoma WikiPathways 20190910 WP4205 Homo sapiens	GO0034599
Estrogen signaling pathway WikiPathways 20190910 WP712 Homo sapiens	GO0034599
Phytochemical activity on NRF2 transcriptional activation WikiPathways 20190910 WP3 Homo sapiens	GO0034599
REACTOME ESTROGEN DEPENDENT NUCLEAR EVENTS DOWNSTREAM OF ESR MEMBRANE SIGNALING	GO0034599
Photodynamic therapy induced NF kB survival signaling WikiPathways 20190910 WP3617 Homo sapiens	GO0034599
KEGG NOD LIKE RECEPTOR SIGNALING PATHWAY	GO0034599
T Cell antigen Receptor  TCR  pathway during Staphylococcus aureus infection WikiPathways 20190910 WP3863 Homo sapiens	GO0034599
Aryl Hydrocarbon Receptor Pathway WikiPathways 20190910 WP2873 Homo sapiens	GO0034599
Regulatory circuits of the STAT3 signaling pathway WikiPathways 20190910 WP4538 Homo sapiens	GO0034599
KEGG FOCAL ADHESION	GO0034599
REACTOME TRIF TICAM1 MEDIATED TLR4 SIGNALING	GO0034599
KEGG GLUTATHIONE METABOLISM	GO0034599
Focal Adhesion WikiPathways 20190910 WP306 Homo sapiens	GO0034599
Amyotrophic lateral sclerosis  ALS  WikiPathways 20190910 WP2447 Homo sapiens	GO0034599
Nonalcoholic fatty liver disease WikiPathways 20190910 WP4396 Homo sapiens	GO0034599
KEGG GNRH SIGNALING PATHWAY	GO0034599
REACTOME PI3K AKT SIGNALING IN CANCER	GO0034599
Focal Adhesion PI3K Akt mTOR signaling pathway WikiPathways 20190910 WP3932 Homo sapiens	GO0034599
Vitamin B12 Metabolism WikiPathways 20190910 WP1533 Homo sapiens	GO0034599
4 hydroxytamoxifen  Dexamethasone  and Retinoic Acids Regulation of p27 Expression WikiPathways 20190910 WP3879 Homo sapiens	GO0034599
Extracellular vesicles in the crosstalk of cardiac cells WikiPathways 20190910 WP4300 Homo sapiens	GO0034599
REACTOME SIGNALING BY NON RECEPTOR TYROSINE KINASES	GO0034599
REACTOME OXIDATIVE STRESS INDUCED SENESCENCE	GO0034599
REACTOME SIGNALING BY NUCLEAR RECEPTORS	GO0034599
Bladder Cancer WikiPathways 20190910 WP2828 Homo sapiens	GO0034599
Nanoparticle mediated activation of receptor signaling WikiPathways 20190910 WP2643 Homo sapiens	GO0034599
KEGG MELANOMA	GO0034599
NAD metabolism  sirtuins and aging WikiPathways 20190910 WP3630 Homo sapiens	GO0034599
KEGG BLADDER CANCER	GO0034599
KEGG T CELL RECEPTOR SIGNALING PATHWAY	GO0034599
Senescence and Autophagy in Cancer WikiPathways 20190910 WP615 Homo sapiens	GO0034599
KEGG CHRONIC MYELOID LEUKEMIA	GO0034599
Hereditary leiomyomatosis and renal cell carcinoma pathway WikiPathways 20190910 WP4206 Homo sapiens	GO0034599
Adipogenesis WikiPathways 20190910 WP236 Homo sapiens	GO0034599
REACTOME MAPK TARGETS NUCLEAR EVENTS MEDIATED BY MAP KINASES	GO0034599
Fas Ligand  FasL  pathway and Stress induction of Heat Shock Proteins  HSP  regulation WikiPathways 20190910 WP314 Homo sapiens	GO0034599
Nanoparticle triggered regulated necrosis WikiPathways 20190910 WP2513 Homo sapiens	GO0034599
Resistin as a regulator of inflammation WikiPathways 20190910 WP4481 Homo sapiens	GO0034599
KEGG FC EPSILON RI SIGNALING PATHWAY	GO0034599
Osteopontin Signaling WikiPathways 20190910 WP1434 Homo sapiens	GO0034599
ESC Pluripotency Pathways WikiPathways 20190910 WP3931 Homo sapiens	GO0034599
REACTOME DEATH RECEPTOR SIGNALLING	GO0034599
Epithelial to mesenchymal transition in colorectal cancer WikiPathways 20190910 WP4239 Homo sapiens	GO0034599
REACTOME ROS AND RNS PRODUCTION IN PHAGOCYTES	GO0034599
Nanoparticle triggered autophagic cell death WikiPathways 20190910 WP2509 Homo sapiens	GO0034599
REACTOME DISEASES OF IMMUNE SYSTEM	GO0034599
REACTOME INTRINSIC PATHWAY FOR APOPTOSIS	GO0034599
KEGG PROGESTERONE MEDIATED OOCYTE MATURATION	GO0034599
REACTOME REGULATION OF TP53 EXPRESSION AND DEGRADATION	GO0034599
REACTOME ESR MEDIATED SIGNALING	GO0034599
Human Thyroid Stimulating Hormone  TSH  signaling pathway WikiPathways 20190910 WP2032 Homo sapiens	GO0034599
KEGG EPITHELIAL CELL SIGNALING IN HELICOBACTER PYLORI INFECTION	GO0034599
KEGG MTOR SIGNALING PATHWAY	GO0034599
KEGG ERBB SIGNALING PATHWAY	GO0034599
DNA Damage Response WikiPathways 20190910 WP707 Homo sapiens	GO0034599
Retinoblastoma Gene in Cancer WikiPathways 20190910 WP2446 Homo sapiens	GO0034599
KEGG PANCREATIC CANCER	GO0034599
EPO Receptor Signaling WikiPathways 20190910 WP581 Homo sapiens	GO0034599
REACTOME CONSTITUTIVE SIGNALING BY AKT1 E17K IN CANCER	GO0034599
Pancreatic adenocarcinoma pathway WikiPathways 20190910 WP4263 Homo sapiens	GO0034599
Apoptosis related network due to altered Notch3 in ovarian cancer WikiPathways 20190910 WP2864 Homo sapiens	GO0034599
DNA IR Double Strand Breaks  DSBs  and cellular response via ATM WikiPathways 20190910 WP3959 Homo sapiens	GO0034599
IL 4 Signaling Pathway WikiPathways 20190910 WP395 Homo sapiens	GO0034599
PDGF Pathway WikiPathways 20190910 WP2526 Homo sapiens	GO0034599
Cardiac Hypertrophic Response WikiPathways 20190910 WP2795 Homo sapiens	GO0034599
IL 1 signaling pathway WikiPathways 20190910 WP195 Homo sapiens	GO0034599
KEGG INSULIN SIGNALING PATHWAY	GO0034599
REACTOME TOLL LIKE RECEPTOR 9 TLR9 CASCADE	GO0034599
KEGG LEUKOCYTE TRANSENDOTHELIAL MIGRATION	GO0034599
PDGFR beta pathway WikiPathways 20190910 WP3972 Homo sapiens	GO0034599
REACTOME TNF SIGNALING	GO0034599
REACTOME SUMOYLATION	GO0034599
REACTOME GASTRIN CREB SIGNALLING PATHWAY VIA PKC AND MAPK	GO0034599
REACTOME REGULATION OF PTEN GENE TRANSCRIPTION	GO0034599
REACTOME TNFR1 INDUCED NFKAPPAB SIGNALING PATHWAY	GO0034599
Novel intracellular components of RIG I like receptor  RLR  pathway WikiPathways 20190910 WP3865 Homo sapiens	GO0034599
REACTOME ANTIGEN PROCESSING CROSS PRESENTATION	GO0034599
REACTOME MAPK3 ERK1 ACTIVATION	GO0034599
REACTOME REGULATION OF FOXO TRANSCRIPTIONAL ACTIVITY BY ACETYLATION	GO0034599
REACTOME TETRAHYDROBIOPTERIN BH4 SYNTHESIS RECYCLING SALVAGE AND REGULATION	GO0034599
Integrated Cancer Pathway WikiPathways 20190910 WP1971 Homo sapiens	GO0034599
Endometrial cancer WikiPathways 20190910 WP4155 Homo sapiens	GO0034599
Lung fibrosis WikiPathways 20190910 WP3624 Homo sapiens	GO0034599
MicroRNAs in cardiomyocyte hypertrophy WikiPathways 20190910 WP1544 Homo sapiens	GO0034599
KEGG TYPE II DIABETES MELLITUS	GO0034599
miRNAs involvement in the immune response in sepsis WikiPathways 20190910 WP4329 Homo sapiens	GO0034599
DNA IR damage and cellular response via ATR WikiPathways 20190910 WP4016 Homo sapiens	GO0034599
REACTOME REGULATION OF TNFR1 SIGNALING	GO0034599
Energy Metabolism WikiPathways 20190910 WP1541 Homo sapiens	GO0034599
Translation inhibitors in chronically activated PDGFRA cells WikiPathways 20190910 WP4566 Homo sapiens	GO0034599
Parkinsons Disease Pathway WikiPathways 20190910 WP2371 Homo sapiens	GO0034599
REACTOME MYD88 CASCADE INITIATED ON PLASMA MEMBRANE	GO0034599
REACTOME IRAK4 DEFICIENCY TLR2 4	GO0034599
Neovascularisation processes WikiPathways 20190910 WP4331 Homo sapiens	GO0034599
Wnt Signaling Pathway and Pluripotency WikiPathways 20190910 WP399 Homo sapiens	GO0034599
Hepatitis C and Hepatocellular Carcinoma WikiPathways 20190910 WP3646 Homo sapiens	GO0034599
Structural Pathway of Interleukin 1  IL 1  WikiPathways 20190910 WP2637 Homo sapiens	GO0034599
KEGG PRION DISEASES	GO0034599
Signal transduction through IL1R WikiPathways 20190910 WP4496 Homo sapiens	GO0034599
PI3K AKT mTOR   VitD3 Signalling WikiPathways 20190910 WP4141 Homo sapiens	GO0034599
REACTOME NEURODEGENERATIVE DISEASES	GO0034599
Transcription factor regulation in adipogenesis WikiPathways 20190910 WP3599 Homo sapiens	GO0034599
AMP activated Protein Kinase  AMPK  Signaling WikiPathways 20190910 WP1403 Homo sapiens	GO0034599
REACTOME NEGATIVE REGULATION OF THE PI3K AKT NETWORK	GO0034599
Breast cancer pathway WikiPathways 20190910 WP4262 Homo sapiens	GO0034599
KEGG ENDOMETRIAL CANCER	GO0034599
KEGG GAP JUNCTION	GO0034599
REACTOME MACROAUTOPHAGY	GO0034599
Glutathione metabolism WikiPathways 20190910 WP100 Homo sapiens	GO0034599
REACTOME RAF INDEPENDENT MAPK1 3 ACTIVATION	GO0034599
KEGG RIG I LIKE RECEPTOR SIGNALING PATHWAY	GO0034599
REACTOME INTERLEUKIN 17 SIGNALING	GO0034599
REACTOME REGULATION OF TP53 ACTIVITY	GO0034599
Target Of Rapamycin  TOR  Signaling WikiPathways 20190910 WP1471 Homo sapiens	GO0034599
REACTOME DISEASES OF SIGNAL TRANSDUCTION	GO0034599
REACTOME MAPK FAMILY SIGNALING CASCADES	GO0034599
Non small cell lung cancer WikiPathways 20190910 WP4255 Homo sapiens	GO0034599
miRNA Regulation of DNA Damage Response WikiPathways 20190910 WP1530 Homo sapiens	GO0034599
EBV LMP1 signaling WikiPathways 20190910 WP262 Homo sapiens	GO0034599
REACTOME RUNX2 REGULATES OSTEOBLAST DIFFERENTIATION	GO0034599
KEGG ADHERENS JUNCTION	GO0034599
REACTOME CYTOCHROME C MEDIATED APOPTOTIC RESPONSE	GO0034599
REACTOME TNFR1 INDUCED PROAPOPTOTIC SIGNALING	GO0034599
Primary Focal Segmental Glomerulosclerosis FSGS WikiPathways 20190910 WP2572 Homo sapiens	GO0034599
Wnt Signaling in Kidney Disease WikiPathways 20190910 WP4150 Homo sapiens	GO0034599
KEGG B CELL RECEPTOR SIGNALING PATHWAY	GO0034599
Physiological and Pathological Hypertrophy  of the Heart WikiPathways 20190910 WP1528 Homo sapiens	GO0034599
KEGG VEGF SIGNALING PATHWAY	GO0034599
Ferroptosis WikiPathways 20190910 WP4313 Homo sapiens	GO0034599
REACTOME TRANSCRIPTIONAL REGULATION BY RUNX2	GO0034599
REACTOME CASPASE ACTIVATION VIA EXTRINSIC APOPTOTIC SIGNALLING PATHWAY	GO0034599
TGF beta Receptor Signaling WikiPathways 20190910 WP560 Homo sapiens	GO0034599
Oxidative Damage WikiPathways 20190910 WP3941 Homo sapiens	GO0034599
Fibrin Complement Receptor 3 Signaling Pathway WikiPathways 20190910 WP4136 Homo sapiens	GO0034599
Follicle Stimulating Hormone  FSH  signaling pathway WikiPathways 20190910 WP2035 Homo sapiens	GO0034599
REACTOME CELLULAR RESPONSE TO HEAT STRESS	GO0034599
IL 6 signaling pathway WikiPathways 20190910 WP364 Homo sapiens	GO0034599
REACTOME NEUTROPHIL DEGRANULATION	GO0034599
REACTOME REGULATION OF HSF1 MEDIATED HEAT SHOCK RESPONSE	GO0034599
Neurodegeneration with brain iron accumulation  NBIA  subtypes pathway WikiPathways 20190910 WP4577 Homo sapiens	GO0034599
REACTOME APOPTOTIC FACTOR MEDIATED RESPONSE	GO0034599
REACTOME CASPASE ACTIVATION VIA DEATH RECEPTORS IN THE PRESENCE OF LIGAND	GO0034599
Notch Signaling Pathway WikiPathways 20190910 WP61 Homo sapiens	GO0034599
REACTOME CYTOSOLIC SENSORS OF PATHOGEN ASSOCIATED DNA	GO0034599
Cannabinoid receptor signaling WikiPathways 20190910 WP3869 Homo sapiens	GO0034599
KEGG SMALL CELL LUNG CANCER	GO0034599
ATM Signaling Network in Development and Disease  WikiPathways 20190910 WP3878 Homo sapiens	GO0034599
Extracellular vesicle mediated signaling in recipient cells WikiPathways 20190910 WP2870 Homo sapiens	GO0034599
PI3K AKT mTOR signaling pathway and therapeutic opportunities WikiPathways 20190910 WP3844 Homo sapiens	GO0034599
TLR4 Signaling and Tolerance WikiPathways 20190910 WP3851 Homo sapiens	GO0034599
REACTOME SENESCENCE ASSOCIATED SECRETORY PHENOTYPE SASP	GO0034599
Ebola Virus Pathway on Host WikiPathways 20190910 WP4217 Homo sapiens	GO0034599
KEGG GLIOMA	GO0034599
REACTOME RIP MEDIATED NFKB ACTIVATION VIA ZBP1	GO0034599
REACTOME AUTOPHAGY	GO0034599
Ras Signaling WikiPathways 20190910 WP4223 Homo sapiens	GO0034599
REACTOME HSF1 ACTIVATION	GO0034599
REACTOME RUNX2 REGULATES BONE DEVELOPMENT	GO0034599
NO cGMP PKG mediated Neuroprotection WikiPathways 20190910 WP4008 Homo sapiens	GO0034599
MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement WikiPathways 20190910 WP4560 Homo sapiens	GO0034599
IL17 signaling pathway WikiPathways 20190910 WP2112 Homo sapiens	GO0034599
REACTOME SIGNALLING TO ERKS	GO0034599
Toll like Receptor Signaling WikiPathways 20190910 WP3858 Homo sapiens	GO0034599
REACTOME PTEN REGULATION	GO0034599
Chemokine signaling pathway WikiPathways 20190910 WP3929 Homo sapiens	GO0034599
Apoptosis Modulation by HSP70 WikiPathways 20190910 WP384 Homo sapiens	GO0034599
Overview of nanoparticle effects WikiPathways 20190910 WP3287 Homo sapiens	GO0034599
REACTOME METABOLISM OF COFACTORS	GO0034599
Synaptic signaling pathways associated with autism spectrum disorder WikiPathways 20190910 WP4539 Homo sapiens	GO0034599
BMP Signaling Pathway in Eyelid Development WikiPathways 20190910 WP3927 Homo sapiens	GO0034599
LTF danger signal response pathway WikiPathways 20190910 WP4478 Homo sapiens	GO0034599
REACTOME REGULATED NECROSIS	GO0034599
TP53 Network WikiPathways 20190910 WP1742 Homo sapiens	GO0034599
Alpha 6 Beta 4 signaling pathway WikiPathways 20190910 WP244 Homo sapiens	GO0034599
KEGG REGULATION OF AUTOPHAGY	GO0034599
REACTOME ONCOGENE INDUCED SENESCENCE	GO0034599
Wnt Signaling Pathway WikiPathways 20190910 WP363 Homo sapiens	GO0034599
KEGG NON SMALL CELL LUNG CANCER	GO0034599
REACTOME NUCLEOTIDE BINDING DOMAIN LEUCINE RICH REPEAT CONTAINING RECEPTOR NLR SIGNALING PATHWAYS	GO0034599
REACTOME ZBP1 DAI MEDIATED INDUCTION OF TYPE I IFNS	GO0034599
Small cell lung cancer WikiPathways 20190910 WP4658 Homo sapiens	GO0034599
KEGG CYTOSOLIC DNA SENSING PATHWAY	GO0034599
REACTOME SIGNALING BY NTRKS	GO0034599
Photodynamic therapy induced HIF 1 survival signaling WikiPathways 20190910 WP3614 Homo sapiens	GO0034599
Type II diabetes mellitus WikiPathways 20190910 WP1584 Homo sapiens	GO0034599
Vitamin D in inflammatory diseases WikiPathways 20190910 WP4482 Homo sapiens	GO0034599
REACTOME AKT PHOSPHORYLATES TARGETS IN THE NUCLEUS	GO0034599
REACTOME MET RECEPTOR RECYCLING	GO0034599
REACTOME SIGNAL ATTENUATION	GO0034599
REACTOME APOPTOTIC CLEAVAGE OF CELLULAR PROTEINS	GO0034599
KEGG PEROXISOME	GO0034599
REACTOME SIGNALING BY NTRK1 TRKA	GO0034599
KEGG ACUTE MYELOID LEUKEMIA	GO0034599
Neural Crest Differentiation WikiPathways 20190910 WP2064 Homo sapiens	GO0034599
KEGG ARACHIDONIC ACID METABOLISM	GO0034599
REACTOME IKK COMPLEX RECRUITMENT MEDIATED BY RIP1	GO0034599
miRNA regulation of prostate cancer signaling pathways WikiPathways 20190910 WP3981 Homo sapiens	GO0034599
Microglia Pathogen Phagocytosis Pathway WikiPathways 20190910 WP3937 Homo sapiens	GO0034599
REACTOME MET ACTIVATES RAP1 AND RAC1	GO0034599
REACTOME REGULATION BY C FLIP	GO0034599
REACTOME REGULATION OF GENE EXPRESSION BY HYPOXIA INDUCIBLE FACTOR	GO0034599
KEGG DORSO VENTRAL AXIS FORMATION	GO0034599
Neural Crest Cell Migration during Development WikiPathways 20190910 WP4564 Homo sapiens	GO0034599
KEGG CHEMOKINE SIGNALING PATHWAY	GO0034599
IL 7 Signaling Pathway WikiPathways 20190910 WP205 Homo sapiens	GO0034599
REACTOME RESOLUTION OF AP SITES VIA THE MULTIPLE NUCLEOTIDE PATCH REPLACEMENT PATHWAY	GO0034599
IL 10 Anti inflammatory Signaling Pathway  WikiPathways 20190910 WP4495 Homo sapiens	GO0034599
REACTOME PROLONGED ERK ACTIVATION EVENTS	GO0034599
REACTOME REGULATION OF LOCALIZATION OF FOXO TRANSCRIPTION FACTORS	GO0034599
REACTOME SIGNALING BY SCF KIT	GO0034599
REACTOME SUMOYLATION OF TRANSCRIPTION COFACTORS	GO0034599
Sudden Infant Death Syndrome  SIDS  Susceptibility Pathways WikiPathways 20190910 WP706 Homo sapiens	GO0034599
Signal Transduction of S1P Receptor WikiPathways 20190910 WP26 Homo sapiens	GO0034599
Wnt beta catenin Signaling Pathway in Leukemia WikiPathways 20190910 WP3658 Homo sapiens	GO0034599
Neural Crest Cell Migration in Cancer WikiPathways 20190910 WP4565 Homo sapiens	GO0034599
REACTOME G0 AND EARLY G1	GO0034599
REACTOME VEGFR2 MEDIATED VASCULAR PERMEABILITY	GO0034599
Pathways Affected in Adenoid Cystic Carcinoma WikiPathways 20190910 WP3651 Homo sapiens	GO0034599
MFAP5 mediated ovarian cancer cell motility and invasiveness WikiPathways 20190910 WP3301 Homo sapiens	GO0034599
REACTOME ERKS ARE INACTIVATED	GO0034599
REACTOME PLATELET ACTIVATION SIGNALING AND AGGREGATION	GO0034599
REACTOME ACTIVATION OF AMPK DOWNSTREAM OF NMDARS	GO0034599
REACTOME ATTENUATION PHASE	GO0034599
REACTOME TRP CHANNELS	GO0034599
ncRNAs involved in Wnt signaling in hepatocellular carcinoma WikiPathways 20190910 WP4336 Homo sapiens	GO0034599
KEGG P53 SIGNALING PATHWAY	GO0034599
REACTOME INTERLEUKIN 12 SIGNALING	GO0034599
REACTOME ACTIVATION OF NMDA RECEPTORS AND POSTSYNAPTIC EVENTS	GO0034599
REACTOME REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION	GO0034599
REACTOME AKT PHOSPHORYLATES TARGETS IN THE CYTOSOL	GO0034599
REACTOME GOLGI CISTERNAE PERICENTRIOLAR STACK REORGANIZATION	GO0034599
REACTOME TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G1 CELL CYCLE ARREST	GO0034599
KEGG THYROID CANCER	GO0034599
REACTOME DOWNSTREAM SIGNAL TRANSDUCTION	GO0034599
REACTOME INTERCONVERSION OF NUCLEOTIDE DI AND TRIPHOSPHATES	GO0034599
REACTOME MITOPHAGY	GO0034599
REACTOME REGULATION OF LIPID METABOLISM BY PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR ALPHA PPARALPHA	GO0034599
Parkin Ubiquitin Proteasomal System pathway WikiPathways 20190910 WP2359 Homo sapiens	GO0034599
